reviewId,userName,userImage,content,score,reviewCreatedVersion,at,replyContent,repliedAt,matched_aspects,Aplikasi,Pengiriman,Produk,Harga,Pembayaran,Layanan Pelanggan (CS),Penjual,text_length
62366d29-048e-443b-b14f-1a18d01a067b,Qirani Felicia,https://play-lh.googleusercontent.com/a-/ALV-UjVqrzhHSlCwpmOJBJ2tvknuZUltphdRTVaq15Nb6mxePkDf53Y,ongkos kirim terlalu besar,1,,2025-10-21 9:23:59,"Hai kak Qirani Felicia, mohon maaf atas ketidaknyamanan nya. terkait feedback dri kakak akan dijadikan evaluasi agar pelayanan dan juga performa aplikasi Shopee semakin lebih baik lagi ke depan nya. Kalau ada kendala terkait Shopee kakak bisa DM IG aku di @Shopee_id ya kak . Sehat selalu ^AT",2025-10-21 10:09:22,Harga,0,0,0,N,0,0,0,25
bea27243-d72f-43da-9f70-11ce4f1e5057,Titiwahyuni,https://play-lh.googleusercontent.com/a/ACg8ocKt_KITINNDSU2a2z4Q2nq8-Cqf63a4LntFYoTsUIk0lFHG6g=mo,shoppe apa ganggu kenp tagih shopay pinjam sudah 10 hari sudah bayar saldo spijam tidak naik,4,3.60.25,2025-10-21 9:23:51,"Hi kak Titiwahyuni maaf buat kakak risau terkait kendala voucher kakak, agar aku bisa bantu pengecekan lebih lanjut, boleh kakak infokan kendala detail ke aku via DM IG shopee_id ya kak. Have a nice day ^WS . Terima kasih ^WS",2025-07-22 5:51:03,-,0,0,0,0,0,0,0,131
abac670d-f45d-41b4-a5a1-8ade625c7f6e,Arsip 1,https://play-lh.googleusercontent.com/a-/ALV-UjX-VKYaWw4Ozye6hcqoxbY38fK6FN6GoAfUgWdZJTXhptw2W6I,aplikasi terbaikk,5,,2025-10-21 9:22:28,"Hi Kak Arsip 1, makasih ya buat bintang 5 nya. Kuyy pantau terus dan ceki-ceki sosmed kita biar ga ketinggalan promo menarik lainnya. Klo kamu ada pertanyaan terkait Shopee boleh chat di aplikasi Shopee atau DM ke instagram @shopee_id / @shopeecare_id ya kak. Have a nice day ^CA",2025-10-21 10:09:04,Aplikasi,P,0,0,0,0,0,0,18
29122b35-02ac-4b92-a54f-2ee411f415f1,Safrudin Akun,https://play-lh.googleusercontent.com/a/ACg8ocJojMRaoAOBFxMytFyir0U_eeXPHtumCEZ2_6uOfGZeJasVLQ=mo,senang murah murah,5,3.60.25,2025-10-21 9:19:27,"Hi Kak Safrudin Akun, makasih bgt ya review dan bintangnya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG aku di @Shopee_id / @Shopeecare_id ya, sehat selalu ^AT",2025-10-21 10:08:26,Harga,0,0,0,P,0,0,0,37
54789776-7f26-4e55-a0fc-5d8d160a3afb,kadek suasni,https://play-lh.googleusercontent.com/a-/ALV-UjXCIbveMuUqnpC9igwXR1elsq0NqA5m8RThZE2GBstOP1Q0FTg,harga murah proses bayar mudah,5,3.60.25,2025-10-21 9:19:25,"Hai Kak kadek suasni, makasih ya buat feedbacknya. Kedepannya Shopee akan terus berusaha lebih baik lagi agar para pengguna lebih nyaman dalam menggunakan Shopee. Kalo Kakak ada pertanyaan/kendala terkait Shopee, bisa hubungi DM Instagram @shopeecare_id. Stay safe kak ^CA",2025-10-21 10:09:57,"Harga,Pembayaran",0,0,0,P,P,0,0,39
0d5302f6-6b36-493d-aaed-72657b965cf5,Den wa'ing,https://play-lh.googleusercontent.com/a-/ALV-UjUTEfrRRvzNAXtStGNsM_IwAGTylPUX0Gmv0F54pKwqMF3lR4cI,aplikasi menmbatu cari barang barang susah cari aplikasi semua ada terima kasih shopee,5,,2025-10-21 9:16:13,Hai kak Den wa'ing makasih ya udah kasih penilaian buat Shopee. Semoga km nyaman menggunakan Shopee. Shopee akan selalu berusaha meningkatkan dan memperbaiki pelayanan bagi penggunanya supaya bisa lebih baik kedepannya. Jika km ada kendala/pertanyaan bisa DM IG @shopee_id . Terima kasih ^AL,2025-10-21 10:29:15,Aplikasi,P,0,0,0,0,0,0,122
7b2b92e0-7af1-44c1-88c6-9625e50e7025,ayu wulan,https://play-lh.googleusercontent.com/a/ACg8ocLgLPGCIIGvKQT8Herv8i__3wZbRvZUGp1B8ibWKI9vf9gVaQ=mo,layan shopee 90 muas cuma beberapa seler tadi seportip barang kirim sering kendala tidak sehat perlu tingkat masuk wajar wajar saja moga sukses selalu layan seler perlu tingkat folded hands,5,3.59.43,2025-10-21 9:15:35,"Hi Kak ayu wulan, makasih bgt ya review dan bintangnya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG aku di @Shopee_id / @Shopeecare_id ya, sehat selalu ^AT",2025-10-21 10:18:57,"Aplikasi,Produk,Layanan Pelanggan(CS),Penjual",P,0,N,0,0,0,N,241
7ac846fd-37ab-47dc-ba13-34601f85304a,Rahma Hanin,https://play-lh.googleusercontent.com/a/ACg8ocJT1iALkXb5xixrS_pTsOM0J4kZMmNXbwwhMdVlFRI1aXDRMw=mo,aplikasi sering minta baru padahal guna tidak capai satu minggu terlalu besar kira tidak selalu baru kasihan guna jadi pakai standart baik nyaman tang guna belah tidak aplikasi ini,2,,2025-10-21 9:12:32,Hi kak Rahma Hanin maaf ya terkait kendala kamu. Shopee akan selalu berusaha memperbaiki dan meningkatkan pelayanan untuk penggunanya supaya lebih baik lagi kedepannya. Supaya bisa dibantu cek mohon infokan detail kendala via DM IG @shopee_id / IG @shopeecare_id. Terima kasih ^AL,2025-10-21 10:28:20,Aplikasi,N,0,0,0,0,0,0,245
f50b208e-0fec-4641-9b71-896c44b0e88c,Naufal Alexander,https://play-lh.googleusercontent.com/a-/ALV-UjVawRHi7x3t8fLn5yE4x6PEEHdkb7sLlskakleIIRieTN1KGaqD,halo developer tambah kan bayar gopay sama qris susah tidak punya rekening bank,4,3.60.24,2025-10-21 9:08:31,"Hai kak Naufal Alexander, terima kasih ya untuk feedbacknya. Kedepannya shopee akan terus berusaha lebih baik lagi agar para pengguna lebih nyaman dalam menggunakan shopee. Kalo ada pertanyaan/kendala, bisa hubungi DM Social Media twt @shopeeID / @shopeecare. Sehat selalu^at",2025-10-21 10:18:11,Pembayaran,0,0,0,0,N,0,0,96
f90188cb-83c4-4f24-8e01-655247b38912,subi feunmura,https://play-lh.googleusercontent.com/a-/ALV-UjWTO36PJp3YOJXFssTW2vcgLJwS3KaC2auHmWJM9QcsSFEESj4,90 transaksi lalu shopee muas,5,3.59.43,2025-10-21 9:08:00,"Hi kak subi feunmura, makasih yaa buat review dan bintang 5 nya. Semoga makin betah dan nyaman belanja lewat aplikasi Shopee. Shopee akan selalu berusaha meningkatkan pelayanan untuk semua pelanggan. kalau ada pertanyaan, langsung hubungi aku via DM Instagram @shopee_id/@shopeecare_id ya. Have a nice day^YG",2025-09-01 4:11:22,Aplikasi,P,0,0,0,0,0,0,40
68979d9e-a9ec-4c3e-b99c-842f566b650c,Citra Aqila,https://play-lh.googleusercontent.com/a-/ALV-UjULrvG6RBpiCSu_r830fePELOR4Fbe_zNO4bE_XQVjkUPJevqGk,gateli anjing kon hapus terus bagaimana aplikasi ra entek anjing,1,,2025-10-21 9:02:58,"Hai kak Citra Aqila
maaf yaa udh buat ga nyaman terkait kendala yg kakak alami. agar aku bisa bantu cek boleh infoin Username dan SS/detail kendala kakak melalui via  DM ke sosmed kita @Shopee_id/@Shopeecare_id ya. Have a nice day ^DM",2025-10-21 10:11:56,-,0,0,0,0,0,0,0,58
f442531a-c89c-462a-a7c3-2d7899c34f1b,Mila Meylinda,https://play-lh.googleusercontent.com/a-/ALV-UjWvCZeJ8lWDVthsWK45vTgAV_Me650AgUiOPVKSYY1uWDpREiXL,sudah baik hijau pakai shopee tidak pernah tipu beda sama hijau moga selalu jadi baik saran daerah atau desa desa pencil gratis ongkirnya desa pencil,5,3.60.24,2025-10-21 9:01:45,,,-,0,0,0,0,0,0,0,231
36b8ad26-839d-4bff-822d-d899f056f152,Yudi Riyadi,https://play-lh.googleusercontent.com/a/ACg8ocIHUVz_LjxqYwke4104sdFMqztSg-2i76De3sk6LOKIsfpVWQ=mo,belanja online lebih murah shopee,5,,2025-10-21 8:56:10,,,Harga,0,0,0,P,0,0,0,41
02ba95ff-f1e2-46e3-8526-04df8dc9b485,Jaini 28,https://play-lh.googleusercontent.com/a/ACg8ocKmMqc-zWOSak4vKHWT235YLgyHv9n_noe9h71WnD4LezGT0Q=mo,gratis ongkos kirim mudah percaya,5,3.59.43,2025-10-21 8:51:01,"Hi Kak Jaini 28, makasih bgt ya review dan bintangnya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG aku di @Shopee_id / @Shopeecare_id ya, sehat selalu ^AT",2025-10-21 9:11:54,"Aplikasi,Harga",P,0,0,P,0,0,0,34
886529cf-774b-4064-8430-e56a8635381d,Center Coffee,https://play-lh.googleusercontent.com/a-/ALV-UjWaD3PwSkuI5vNgunetLG2eKbVt92OXTBHyc_ACUVcrVgULwZF1,suka sekali shopee bantu beli refund barang tak sesuai deskripsi uang semua potong mantap free ongkos kirim kembali barang ikut tunjuk shopee mudah tidak ribet,5,3.59.43,2025-10-21 8:46:43,"Hi kak Center Coffee, makasih ya buat reviewnya, semoga kakak betah dan nyaman menggunakan aplikasi ini. Kalo ada kendala/pertanyaan lainnya bisa DM ke IG Social Media kita @shopeecare_id. Have a nice day ^CS",2025-09-03 7:30:02,"Aplikasi,Harga",P,0,0,P,0,0,0,227
42bd770e-205d-4f07-8dfb-0ef4e306c7b1,zahulia,https://play-lh.googleusercontent.com/a/ACg8ocJkO30CIvHcoYJtSBfkZfX2jwDNU42haV0ztA8nEnl5_C_S7A=mo,aplikasi lot parah padahal cuma buat pencet keranjang tidak bisa servernya baik dong padahal banyak minat malah kayak begini bentuk,3,3.58.33,2025-10-21 8:45:19,"Haii kak zahulia, maaf ya udh bikin km kecewa terkait kendalamu . Biar Aku bisa bantu cek kendalanya infoin ke aku  detail kendala kakak boleh colek Aku di DM @ShopeeID / @Shopeecare_id ya kak. Dtunggu ^LI",2025-10-21 9:06:55,Aplikasi,N,0,0,0,0,0,0,183
e115d0ed-a0b5-47c5-a314-eb080659af15,Dany Kosasih,https://play-lh.googleusercontent.com/a-/ALV-UjVzQVpF80kTI-NkFYPa4LpqBRANmNQAdSwVojO7PfOeuKzn_8Cg,nyaman guna aplikasi mudah belanja perlu kalian coba,5,3.52.19,2025-10-21 8:44:43,"Hi  Kak Dany Kosasih, makasih ya buat bintang 5 nya. Kuyy pantau terus dan ceki-ceki sosmed kita biar ga ketinggalan promo menarik lainnya. Klo kamu ada pertanyaan terkait Shopee boleh chat di aplikasi Shopee atau DM ke instagram @shopee_id / @shopeecare_id ya kak. Have a nice day ^UA",2025-09-21 15:23:07,Aplikasi,P,0,0,0,0,0,0,110
73c7a937-6c96-4940-b973-3e60e20f1546,Sholeh Afif,https://play-lh.googleusercontent.com/a/ACg8ocIHD5JqVofsyCeC_A_CUZAEtgRBAR_yQz2dkjCLlcQ-q7iehA=mo,good seller,5,3.60.25,2025-10-21 8:41:18,"Hi kak Sholeh Afif, makasih ya buat bintang 5 dan review nya. Semoga kakak makin nyaman dan puas belanja di Shopee. Yuk pantengin terus aplikasi dan sosial media Shopee biar gak ketinggalan info menarik dari Shopee. Kalo ada pertanyaan terkait Shopee, jangan ragu buat hubungi DM IG di @shopee_id / @shopeecare_id ya. Stay safe kak ^NS",2025-10-21 9:05:01,Penjual,0,0,0,0,0,0,P,11
5a56944a-24c4-4701-baba-f798b39f73e7,ADI Setiawan,https://play-lh.googleusercontent.com/a-/ALV-UjUZKhd2vcM822XtNE0sbBlSXJwxT88eBRIhtY_x2o-WDfYwtlHH,kapan shopee punya seller center sendiri tidak web thinking face,5,3.59.41,2025-10-21 8:39:49,"Hi kak ADI Setiawan, makasih ya untuk bintangnya dan maaf udah buat kk ga nyaman terkait kendala yang dialami. Terkait feedback dari kakak akan dijadikan evaluasi agar fitur dan juga performa aplikasi Shopee semakin lebih baik lg kedepannya ya kak. Kalau ada kendala/pertanyaan terkait Shopee kakak bisa DM IG Aku di @Shopee_id ya kak. Stay Safe ^AQ",2025-10-21 9:15:48,-,0,0,0,0,0,0,0,63
5f6d6a2c-f0ff-4017-941a-c9b8c06a41b0,BLANDINA PEDA,https://play-lh.googleusercontent.com/a-/ALV-UjX7kXCUZYCdBVIJaO7Kl-CxN5eISzYB0O-JvmU51A25_Wk86dPN,kurang fitur aplikasi dana pemyarannya saya biasa pakai dana bayar apa saja,4,3.59.41,2025-10-21 8:38:29,"Hi kak BLANDINA PEDA, terima kasih banyak ya Kak atas masukannya. Feedback ini langsung aku catat untuk perbaikan kami. Sebagai tambahan, Kakak juga bisa mencoba metode pembayaran lain yang tersedia di Shopee ya! Semoga transaksi Kakak lancar. kalau ada kendala, langsung DM ke Social Media @shopee_id / @shopeecare_id. Sehat selalu kak ^YN",2025-10-21 9:13:46,-,0,0,0,0,0,0,0,90
7671ff97-588c-46ad-a80f-1403d255fe7c,Sodron,https://play-lh.googleusercontent.com/a-/ALV-UjUbiCyP-qRArNeq-oo4JhSTZuqxkPgPtYziutpqF5lxV2yUtNmt,shopee memang beri layan baik cepat sesuai mesan,5,,2025-10-21 8:36:06,"Hi kak Sodron, makasih banget yaa buat review dan bintang 5 nya. Semoga makin betah dan nyaman belanja lewat aplikasi Shopee yaa. Jangan lupa selalu pantengin promo menariknya di sosmed resmi dan aplikasi Shopee. Kalo ada pertanyaan, langsung hubungi aku via DM Instagram @shopee_id/@shopeecare_id ya. Have a nice day ^NV",2025-10-21 9:05:50,Layanan Pelanggan (CS),0,0,0,0,0,P,0,69
96d20952-cac2-456c-9c34-b09d52902a24,Sri Purnamasari96,https://play-lh.googleusercontent.com/a/ACg8ocINBwHhLDbzwSOKjoVzvqqI_UI0fk1Of7JJtt46ivbnrBe6bg=mo,lama cair dana spinjam sudah hari padahal limit banyak sudah lama langgan bayar full baik masa lama bagaimana kalian,2,,2025-10-21 8:32:06,"Hi kak Sri Purnamasari96, maaf ya sudah buat kmu gak nyaman terkait kendala kamu. Agar bisa aku bantu, infoin ke kami detail kendala kamu dan sreenshot detail kendala ke kami melalui DM Instagram @shopee_id/@shopeecare_id. Stay safe ^DB",2025-10-21 9:06:10,-,0,0,0,0,0,0,0,124
9a0002e3-78d6-48e9-96d3-08954a15002f,Lasinrang 2345,https://play-lh.googleusercontent.com/a/ACg8ocLrCGMrdSmc8cep42cv3GBtzuvEM63zeK-JtmPWBamQnhg62wNG=mo,aku bilang kalau tidak apl shopee handphone anda masuk orang belum untung shopee mem hebat,5,,2025-10-21 8:27:41,"Hi kak Lasinrang 2345, Makasih yaa buat review bintang 5 nya, yuk pantengin terus updatean dari sosmed resminya Shopee dan aplikasi Shopee yaa. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media IG kita @Shopee_id/@Shopeecare_id. Stay safe ^LI",2025-10-21 9:06:19,Aplikasi,P,0,0,0,0,0,0,117
2d4efdd7-5a9b-4822-8511-851587a56bbd,desni magdalena,https://play-lh.googleusercontent.com/a/ACg8ocLHmZFJRbseI5WfSWMkSb1YdIAYDraPfp-2NcHs9NvilFFbF6I=mo,uang sudah hari return barang 2 6jt tidak balik balik sulit tangan lama chat rekan nama ari belum selesai belum dapat jawab rekan malah akhir chatnya,1,3.59.41,2025-10-21 8:24:57,"Hai kak desni magdalena, maaf yaa udah bikin kamu risau terkait pengajuan pengembalian pesanan kamu. Untuk aku bantu pengecekan lebih lanjut boleh infokan username dan no pesanan kamu ke DM @Shopee_id / @Shopeecare_id ya. Ditunggu ^MS",2025-10-21 9:08:19,Layanan Pelanggan (CS),0,0,0,0,0,N,0,215
cd06f751-5961-4636-80a7-d028ad3fe165,Aldwi Wiwi,https://play-lh.googleusercontent.com/a-/ALV-UjVVV_V5g1zjggimEPg0bDGTZY8-ZcwRBd9aLtJ6HWl50-1Dmeo,antar lama kurir lama tidak tanggung jawab tidak sopan kalau guna kalian,1,,2025-10-21 8:23:49,"Hi Kak Aldwi Wiwi, maaf ya udah buat kakak ga nyaman terkait kendala pengiriman yang lama. Supaya aku bisa bantu pengecekan lebih lanjut, kakak bisa kirimin aku username dan no pesanan yg berkendala melalui DM ke IG aku ya, di @Shopee_id / @Shopeecare_id ya, sehat selalu ^BQ",2025-10-21 9:05:19,Pengiriman,0,N,0,0,0,0,0,100
29c40978-cd25-4a42-aac8-064b5a45f78a,Cep Memet,https://play-lh.googleusercontent.com/a/ACg8ocJir7ku8QkE0CcRXIrBpJZdaVQ7FI-wsyILUHapQ40Q_tZ1qg=mo,shopee makin sini makin lemoott anjir masa sudah gudang mlem siangnyah belum kirim kirim aduh,1,3.59.41,2025-10-21 8:22:32,Hai kak Cep Memet. Maaf ya buat kak nggk nyaman terkait kendala yang dialami. Agar Aku bantu cek lebih lanjut boleh diinfoin ke aku Username akun shopee dan nomer pesanan  ke DM IG  @shopee_id. Aku Tunggu ya kak. Sehat selalu ^MK,2025-10-21 9:09:35,Pengiriman,0,N,0,0,0,0,0,114
c7d3acca-b219-44b3-b76d-8f8ea451b489,Rizky Ikh,https://play-lh.googleusercontent.com/a/ACg8ocLFflo17xOQgq_6ZPgErBjwAD3XKOLGquyUqY9aTaxNw3ndeA=mo,murah,5,,2025-10-21 8:13:30,"Hi Kak Rizky Ikh, makasih ya buat review bintang 5 nya dan aku ikut senang jika Kakak puas dengan Shopee, yuk cek aplikasi Shopee biar gak ketinggalan promo-promo menarik lainnya. Kalo ada kendala / pertanyaan lain bisa DM IG shopee_id ya. Terima Kasih, sehat selalu^JK",2025-10-21 9:07:29,Harga,0,0,0,P,0,0,0,5
459b42c5-ea9c-493d-af1f-16496a019557,arjunaindra prasta,https://play-lh.googleusercontent.com/a/ACg8ocJcYx5s_vmQTjlgwOolRLtz7o7bWD3OSXHTHv5ndr_mSgnkFg=mo,kurang ajar nih shoppee sudah pesan barang kali dua batal retur pihak pemberitahuan saya sudah tunggu paket hampir minggu butuh paket feedback bodoh paket kembali alas paket hilang transit he kira tunggu lama enak lalu alas tak akal jadi ulang sama turut kira bodoh kalian malas saja boycott shoppee,1,3.59.43,2025-10-21 8:11:17,"Hi kak arjunaindra prasta, maaf ya sudah buat kmu gak nyaman terkait kendala kamu. Agar bisa aku bantu, infoin ke kami detail kendala kamu dan nomor pesanan, username ke kami melalui DM Instagram @shopee_id/@shopeecare_id. Stay safe ^DB",2025-10-21 9:08:32,Pengiriman,0,N,0,0,0,0,0,485
