reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
d6e9b396-11cd-4511-b8f4-08568630c2ec,Ante Zur,https://play-lh.googleusercontent.com/a/ACg8ocKiA3Hlyb7rIeYQ82n6a-JRagFRaxHeWLyMwbvp5oMkpFeVJw=mo,shopi sekarang udh ada kemajuan. dulu banyak yg suka tipu.makanya aku lari k tiktok.,5,0,3.59.41,2025-10-18 12:53:47,"Hi Kak Ante Zur, makasih bgt ya review dan bintang 5 nya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG di @Shopee_id / @Shopeecare_id ya, sehat selalu^CN",2025-10-18 13:21:03
c53aa207-780f-4ee7-9cac-e989b25eb65a,amelia pratiwi,https://play-lh.googleusercontent.com/a/ACg8ocKA9WgqeV4sL5YYOcrtC-gcXkQn0u8Htzn-t3aWibRUSIn6Jbk=mo,"saya terkena kasus penipuan atas oknum yang tidak bertanggung jawab, mereka menggunakan spinjam atas akun pribadi saya dan data pribadi saya sendiri. tapi pihak shopee tidak bisa mengatasi kasus ini, malah tagihan dijatuhkan ke saya agar saya membayar tagihan tersebut yang dimana kasus ini bisa menjadi kasus besar. apa yang melakukan penipuannya adalah orang kantor Shopee juga yang menyalahgunakan data pribadi saya? sangat buruk, tagihan dijatuhkan ke saya padahal saya tidak ada pinjam.",1,0,3.59.43,2025-10-18 12:53:41,"Hai kak amelia , maaf udah buat kamu ga nyaman terkait kendala penipuan yg dialami. Agar aku bisa bantu, boleh infoin ss/detail kendalanya ke DM IG @shopee_id atau @shopeecare_id. Sehat selalu ^UD",2025-10-18 13:15:56
5aac4b06-b322-4047-803c-26f917f6dc72,TIME MAHJONG,https://play-lh.googleusercontent.com/a/ACg8ocKSL3VjTNlUa7o8Bzysvn-ex3FTyRHzQJlM7hx8Hxo11mBu_g=mo,bagu barang di shopeee,5,0,3.59.43,2025-10-18 12:53:10,"Hi kak TIME MAHJONG makasih banget yaa buat review dan bintang 5 nya. Semoga makin betah dan nyaman belanja lewat aplikasi Shopee yaa. Jangan lupa selalu pantengin promo menariknya di sosmed resmi dan aplikasi Shopee. Kalo ada pertanyaan, langsung hubungi aku via DM Instagram @shopee_id ya. Have a nice day ^FH",2025-10-18 13:24:08
7906bff0-070c-458b-b2ff-d02c4cfce5bb,Anasyaadrena saila,https://play-lh.googleusercontent.com/a/ACg8ocJRra_75v1XuUnzgeldenrTuw6HKZ-T9kD9RdRaSKlfAAXu0A=mo,"balanja apa aja jadi mudah, banyak diskon dan gratis ongkir terimakasih banyak SHOPEE",5,0,3.59.43,2025-10-18 12:52:03,"Hi Kak Anasyaadrena saila , makasih ya buat bintang nya. aku happy banget nih dapet bintang 5 dari kakak. o iya, jangan lupa buat pantengin terus sosmed resmi shopee biar dapetin info terupdate nya ya kak. kalo ada kendala terkait shopee bisa chat aku di DM IG @shopee_id. bahagia selalu ^YT",2025-10-18 13:15:04
c6b0deb2-f7a7-4da1-a488-07bb7bd4af6d,Musyafa Ibnu Salam,https://play-lh.googleusercontent.com/a-/ALV-UjWDw_I7WNPcN15PVLWJXUXbDVWYEFgtKNZ_lePD1uzbSR9ebIsQ,bagus,5,0,3.59.43,2025-10-18 12:51:41,"Hi Kak Musyafa Ibnu Salam , makasih ya buat bintang nya. aku happy banget nih dapet bintang 5 dari kakak. o iya, jangan lupa buat pantengin terus sosmed resmi shopee biar dapetin info terupdate nya ya kak. kalo ada kendala terkait shopee bisa chat aku di DM IG @shopee_id. bahagia selalu ^YT",2025-10-18 13:17:58
99d82179-345b-4913-b227-14eb4d67da86,Anur abidin,https://play-lh.googleusercontent.com/a/ACg8ocJoDahgjPiESIeHXT46ue7quXlhqzUbE-VcLbQe15Ganwhz3w=mo,mantap lah 👍,5,0,2.95.52,2025-10-18 12:51:38,"Hai kak Anur , makasih ya buat review bintang 5 nya, yuk cek updatean dari sosmed resminya shopee dan aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Kalo ada kendala/pertanyaan lainnya bisa DM ke IG @shopee_id atau @shopeecare_id. Sehat selalu ^UD",2025-10-18 13:19:20
397af9cc-d0dc-4617-ae64-36f2b7219ad2,Putu Sukarini,https://play-lh.googleusercontent.com/a-/ALV-UjVeLvw05PXZedAFAIgsjFSLzP8WajivuqwbmvP9KRQPEou-aaU,barangny bgus2 dan berkualitas,5,0,3.59.43,2025-10-18 12:51:37,"Hai kak Putu Sukarini, terimakasih ya 5 bintangnya. semoga kakak suka dan nyaman terus belanja di shopee. jangan lupa juga ceki-ceki promo belanja sebelum checkout di shopee ya kak. kalau ada kendala, kakak bisa chat aku di DM IG @shopee_id aja. Be happy ^NO",2025-10-18 13:17:47
e6483595-f976-4781-9776-36b3c73687db,Mahrami Aprilia,https://play-lh.googleusercontent.com/a/ACg8ocLQYZGsMRihCwHA1a96XEeol_vF20cgcj9JSphcg3j7Pwihpg=mo,"Aplikasi sangat membantu dalam belanja online mudah digunakan, transaksinya pun aman dan pengiriman cepat cocok untuk semua kebutuhan, shopee sih jadi app belanja favorit.",5,0,,2025-10-18 12:49:45,"Hi kak Mahrami Aprilia makasih banget yaa buat review dan bintang 5 nya. Semoga makin betah dan nyaman belanja lewat aplikasi Shopee yaa. Jangan lupa selalu pantengin promo menariknya di sosmed resmi dan aplikasi Shopee. Kalo ada pertanyaan, langsung hubungi aku via DM Instagram @shopee_id ya. Have a nice day ^FH",2025-10-18 13:23:37
1415439c-b5b7-467e-b233-33a681487ac9,Hamzin A Gani,https://play-lh.googleusercontent.com/a/ACg8ocI3uLdOXvwAuhujcHRYfnN3YhKAZAso8X9G6TdMVj1XbbomDg=mo,Alhamdulillah sangatlah membantu mempermudah dalam transaksi jual beli,5,0,3.59.43,2025-10-18 12:49:28,"Hi Kak Hamzin A Gani, makasih bgt ya review dan bintang 5 nya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG di @Shopee_id / @Shopeecare_id ya, sehat selalu^CN",2025-10-18 13:20:34
2042290d-06ec-4a0a-8386-da5304ed8e0c,Ayi Lesmana Sudrajat,https://play-lh.googleusercontent.com/a/ACg8ocLhbP7HrXAe021yMnNs1hYn0SW_WZjryjy58pgF_wsEjVu4tg=mo,Shopee sangat rekomended untuk memudahkan masyarakat dalam hal belanja,5,0,3.59.43,2025-10-18 12:49:05,"Hai kak Ayi Lesmana Sudrajat , makasih ya untuk bintang 5 nya. semoga kakak betah dan setia belanja di shopee. jangan lupa juga cek promo sebelum belanja dan gunain voucher gratis ongkirnya ya biar belanja kamu makin menyenangkan. kalau ada pertanyaan atau kendala terkait shopee, bisa langsung chat aku ya di DM IG shopeecare_id. have a nice day ^YT",2025-10-18 13:20:15
def69a3d-ba1e-4862-961c-618bb4d341ef,Rian Sunandar,https://play-lh.googleusercontent.com/a/ACg8ocJi2bDGP4oW0tYs9CZ8r1uR_AHCwYAVlzWAV3WqEhRd947eHg=mo,apk yg bagus,5,0,3.59.41,2025-10-18 12:48:40,"Hai kak Rian , makasih ya buat review bintang 5 nya, yuk cek updatean dari sosmed resminya shopee dan aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Kalo ada kendala/pertanyaan lainnya bisa DM ke IG @shopee_id atau @shopeecare_id. Sehat selalu ^UD",2025-10-18 13:18:51
2848ac5c-c9f6-4177-a4c7-f6ecceda1285,Nip Ran,https://play-lh.googleusercontent.com/a/ACg8ocK4LsRT9j0ohzSbrBhruVLpwGQBqrRIPXR_mq1d2frckQYJ5w=mo,apk belanja online sangat bagus...,5,0,3.55.29,2025-10-18 12:48:07,"Hi Kak Nip Ran , makasih ya buat bintang nya. aku happy banget nih dapet bintang 5 dari kakak. o iya, jangan lupa buat pantengin terus sosmed resmi shopee biar dapetin info terupdate nya ya kak. kalo ada kendala terkait shopee bisa chat aku di DM IG @shopee_id. bahagia selalu ^YT",2025-10-18 13:19:35
626fbfda-3d18-46e7-9a42-69ad06a62c73,Ani Mpa,https://play-lh.googleusercontent.com/a/ACg8ocKymob0p-bMIda3xx-ARG38JoPEw0wkOCmZIZ_1Q0hJhos7=mo,"woww. shopee nya bagus,nyaman gratis ongkir pokoknya keren",5,0,,2025-10-18 12:46:35,"Hai kak Ani , makasih ya buat review bintang 5 nya, yuk cek updatean dari sosmed resminya shopee dan aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Kalo ada kendala/pertanyaan lainnya bisa DM ke IG @shopee_id atau @shopeecare_id. Sehat selalu ^UD",2025-10-18 13:18:23
6b0b7854-2c1a-4ab3-9002-e4e9e221a51a,Fadli Fadli,https://play-lh.googleusercontent.com/a/ACg8ocKcWcrLbxNUyQt4rtCo_eejMs2YkzDnJSSZYKBtCIGFa3wsKQ=mo,mantep,5,0,3.59.43,2025-10-18 12:44:34,"Hi Kak Fadli Fadli , makasih ya buat bintang nya. aku happy banget nih dapet bintang 5 dari kakak. o iya, jangan lupa buat pantengin terus sosmed resmi shopee biar dapetin info terupdate nya ya kak. kalo ada kendala terkait shopee bisa chat aku di DM IG @shopee_id. bahagia selalu ^YT",2025-10-18 13:19:03
7cc75dc3-d8e4-444c-9354-f705188054ba,Muhammad Helmi,https://play-lh.googleusercontent.com/a/ACg8ocLUY8huUvXSFIaIx1oe6PKS5D59QJz0uIsfsZULGf4fxXUT-Q=mo,ok lah .mantap,5,0,3.59.43,2025-10-18 12:44:26,"Hai kak Muhammad Helmi, terimakasih ya 5 bintangnya. semoga kakak suka dan nyaman terus belanja di shopee. jangan lupa juga ceki-ceki promo belanja sebelum checkout di shopee ya kak. kalau ada kendala, kakak bisa chat aku di DM IG @shopee_id aja. Be happy ^NO",2025-10-18 13:17:38
b3da622d-6429-4a61-a51f-6468c5390f1a,Agc Ran,https://play-lh.googleusercontent.com/a-/ALV-UjUAQaKqO1CbCMaWusXUQPYsQSee9m1SUNmeUjwOevHzr7MFt2w,"Ekspedisi Spx gak ada bagus bagusnya, pesanan saya tiba tiba di batalkan sepihak sama kurirnya dengan alasan nomer tidak aktif. 👎",1,0,3.59.43,2025-10-18 12:42:50,"Hai kak Agc Ran, maaf ya udah buat kamu ngga nyaman karena kendala pesanan yg kamu alami. Biar bisa aku bantu pengecekan, kamu bisa infoin username dan no pesanan kamu ke DM Social Media kita @Shopee_id / @Shopeecare_id ya Kak. Semoga kendala km dapat segera terselesaikan yaa kak. Sehat selalu^CN",2025-10-18 13:19:56
f4396796-7e8b-481a-b1a4-1e2ed3712ec8,Sunarti P. Karim,https://play-lh.googleusercontent.com/a-/ALV-UjWngEJSDi0hhEioDVbfZyzhro-deyfv4dIbP97ni0LELRYRM8I,sangat memuaskan belanja di shopee.. amanah.. dan dapat dipercaya,5,0,,2025-10-18 12:42:36,"Hi kak Sunarti P. Karim makasih banget yaa buat review dan bintang 5 nya. Semoga makin betah dan nyaman belanja lewat aplikasi Shopee yaa. Jangan lupa selalu pantengin promo menariknya di sosmed resmi dan aplikasi Shopee. Kalo ada pertanyaan, langsung hubungi aku via DM Instagram @shopee_id ya. Have a nice day ^FH",2025-10-18 13:23:09
f7140e68-8ae4-4e15-80c6-30a7a3b7f0e8,Kayla Lisa,https://play-lh.googleusercontent.com/a/ACg8ocK1-8uB4iBlrWMlx9EMapDJHIvCbeu00tI5CimueoRnuNdy=mo,oo z kwowo,1,0,3.59.41,2025-10-18 12:42:25,,
1df1877d-020f-4387-abec-0d65d84fe0e6,Junaidi Dewi,https://play-lh.googleusercontent.com/a/ACg8ocJ-_PebcwKGs5W5dmMQkImGxpiIrSsQnWNn3gU4Pi7MuZcJKg=mo,sangt memuaskan,4,0,3.56.29,2025-10-18 12:42:11,"Hi kak Junaidi Dewi, terima kasih komentar dan bintangnya. Bisa nih tambahin 1 bintang lagi supaya aku jadi makin semangat buat kasih pelayanan yg terbaik untuk semua pengguna Shopee. Kalo ada pertanyaan terkait Shopee jangan sungkan DM aku di @Shopee_id / @Shopeecare ya. Selamat beraktivitas ^CJ",2025-10-18 13:16:57
236281c8-ba36-4abc-8738-acfa4365279f,Erik Sopian,https://play-lh.googleusercontent.com/a/ACg8ocJZgJpTJW3kdk2Y6dFYDM-UFGrtiWl7QIrtEakimgMobqzsSw=mo,"sangat baik , bagus",5,0,3.59.43,2025-10-18 12:41:55,"Hai kak Erik Sopian, terimakasih ya 5 bintangnya. semoga kakak suka dan nyaman terus belanja di shopee. jangan lupa juga ceki-ceki promo belanja sebelum checkout di shopee ya kak. kalau ada kendala, kakak bisa chat aku di DM IG @shopee_id aja. Be happy ^NO",2025-10-18 13:17:25
36e0f81d-44a1-403e-8619-b09a044ec8ff,anang budi,https://play-lh.googleusercontent.com/a/ACg8ocLwljY-vabYN5rEpRtjnH5FohharTkx0B2R1LPRxnP0yk8ARA=mo,"simple no ribet,,,,",4,0,3.59.43,2025-10-18 12:41:44,"Hi kak anang budi, makasih ya buat review dan bintang 4 nya ya kak. Tapi kalo kakak puas dengan pelayanan Shopee, boleh dong bintangnya ditambahin biar makin sempurna. Kalo kakak ada pertanyaan/kendala terkait Shopee, bisa menghubungi kami melalui DM IG @Shopee_id/@Shopeecare_id ya. Sehat selalu^CN",2025-10-18 13:19:16
5a5d87ac-136a-4530-afce-9662d1996aa7,Ardhi Marselinus,https://play-lh.googleusercontent.com/a-/ALV-UjXxD0W13Azzhp6QsUaNhXSyBDLTHLN4OZNTBKblsRR5xdVs4bw,oké oké,5,0,,2025-10-18 12:41:33,"Hai kak Ardhi Marselinus, terimakasih ya 5 bintangnya. semoga kakak suka dan nyaman terus belanja di shopee. jangan lupa juga ceki-ceki promo belanja sebelum checkout di shopee ya kak. kalau ada kendala, kakak bisa chat aku di DM IG @shopee_id aja. Be happy ^NO",2025-10-18 13:16:50
c3543bd5-0c04-43cd-8c97-cb013c592130,Metris 1992,https://play-lh.googleusercontent.com/a-/ALV-UjU3SR_xGrBACE91iNbYUCDzuumNB7DLE9Ulh37pypvNh-lhkXM,aplikasi gak jelas barang sering hilang pengiriman selalu lambat padahal reguler bukan paket hemat 😡,1,0,3.59.43,2025-10-18 12:41:03,"Hi kak Metris 1992, mohon maaf atas ketidaknyamanannya terkait kendala Pesanan Kakak. Agar aku bisa bantu cek aku saranin kakak untuk meginformasikan detail kendala kakak dan Nomor Pesanan ke DM Social Media kita @Shopee_id ya, Sehat selalu^YT",2025-10-18 13:18:29
c382eb70-db28-4943-8caa-6a0e0711460c,Dewima Giawa,https://play-lh.googleusercontent.com/a/ACg8ocJL5S9vjBnoKyEbcU8CxIDCUzWyK5TtoSGoVwE4hZOC8PkDDQ=mo,tikarnya bagus banget... yang saya tidak suka sama orang yg nganter kurir saya mau transfer malah dia bilang 1 menit gk boleh lewat pada hal saya lagi gendong anak lain kali Shopee jngan pake orang seperti itu kurang baik jdi saya kasih bintang 3 aja y,3,0,3.59.41,2025-10-18 12:40:44,"Hi kak Dewima Giawa, maaf ya sudah buat km nggak nyaman terkait kendalanya. Agar bisa aku bantu pengecekan lebih lanjut, yuk infoin ke aku detail kendala kamu melalui DM Instagram @shopee_id ya kak. Sehat selalu yaa kak ^FH",2025-10-18 13:22:15
6cc97286-c84b-4da9-a75e-ab5cf3968782,Berthy Sinting,https://play-lh.googleusercontent.com/a/ACg8ocKeuq7-dVzQ1INp_O2dmgeS5P4_YRG10k7OEC-ZTpsT75EYnQ=mo,APLIKASI PENIPU NO HILANG GANTI NO SALDO NGAK MASUK ALASAN SDH DIA AJUAKAN PERUBAHAN NO DI TOLAK KARENA LUPA USERNAME PADAHAL SDH VERIFIKASI KTP DAN WAJAH 🤬🤬🤬🤬🤬,1,0,,2025-10-18 12:38:59,"Hi kak Berthy Sinting, maaf banget ya udah buat kamu ga nyaman. terkait kendala kamu, Aku infoin kamu bisa chat ke aku melalui DM IG @Shopeecare_ID dgn melampirkan Detail kendala dan username. Sehat selalu ^RB",2025-10-17 15:26:00
2bd7635d-0765-4183-bef0-e416f5661410,hendri yansyah,https://play-lh.googleusercontent.com/a-/ALV-UjXdTrn8HfaoHONOi7heobzZVrxATlmZyriHtT5FmkKU044QVTs,muraah bebas ongkir lagi,5,0,3.59.43,2025-10-18 12:38:18,"Hai kak hendri yansyah, terimakasih ya buat review dan bintang 5nya. Semoga semakin betah dan nyaman belanja lewat aplikasi Shopee. Jangan lupa selalu pantengin promo menariknya di social media resmi dan aplikasi Shopee. Kalo ada pertanyaan, langsung hubungi aku via DM @Shopee_id / @ShopeeCare ya. Have a nice day ^CJ",2025-10-18 13:24:32
afde53b6-f8f8-4168-96c7-f078d660e231,Arina Aufa,https://play-lh.googleusercontent.com/a/ACg8ocInIQcmR_74yMAOme8ZF9jcJ8y3aGHPvwbbsQh7VPAslIZ45w=mo,barang rusak tidak bisa di pake,1,0,3.59.43,2025-10-18 12:37:56,"Hi kak Arina Aufa, maaf ya kak udah buat kakak ngga nyaman nih terkait kendala pesanan kakak. agar bisa aku bisa bantu kakak mohon bisa infoin ke aku Username dan Nomor Pesanan kakak di DM @shopee_id Ditunggu ya kak. Stay healthy ^NO",2025-10-18 13:23:29
5f11b659-07b6-4100-9817-98f52be0e65a,Aki Pamungkas,https://play-lh.googleusercontent.com/a/ACg8ocIQuWoibZwFnRTGZLfbRNele2IqebiY8gC3FscUe_rWt8e4bw=mo,shopee emang mantap barang nya pada murah2 hanya pengiriman nya yg buruk super jelek..lemot bin banyak molor,5,0,3.59.43,2025-10-18 12:37:04,"Hai kak Aki, maaf udah buat kamu ga nyaman terkait kendala pengiriman pesanan. Agar aku bisa bantu, boleh infoin username dan nomor pesanan ke DM IG @shopee_id atau @shopeecare_id. Sehat selalu ^UD",2025-10-18 13:23:41
d3f09135-6188-44c7-8d21-c933295b301e,Farhan Arifsaputra,https://play-lh.googleusercontent.com/a-/ALV-UjWfjOLgvUDLyThqCPvIDEPOOhdwDGgHxVJYqU0Jf7wBACq1J1wp,bagus,5,0,3.59.43,2025-10-18 12:35:32,"Hai kak Farhan , makasih ya buat review bintang 5 nya, yuk cek updatean dari sosmed resminya shopee dan aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Kalo ada kendala/pertanyaan lainnya bisa DM ke IG @shopee_id atau @shopeecare_id. Sehat selalu ^UD",2025-10-18 13:22:56
a5a59476-264a-4433-b054-77db49cc5efd,Muhammad Nur Imran,https://play-lh.googleusercontent.com/a/ACg8ocJRNXIC0ES5JwlqP2mCIazhXgJuyXfgB-tuiaNQaztgN-EfyA=mo,"kurirnya ngantar paket ,nga sesuai estimasi waktu di shopee",1,0,3.59.41,2025-10-18 12:35:07,Hai kak  Muhammad Nur Imran. mohon maaf atas ketidaknyamanan nya. terkait kendala dri kakak akan dijadikan evaluasi agar pelayanan dan juga performa aplikasi Shopee semakin lebih baik lagi ke depan nya. kalau kakak ada kendala/pertanyaan kakak bisa DM IG @Shopee_id. Stay safe^MK,2025-07-09 02:23:05
a62bdbf7-0f7b-4e4c-a657-34033b8251d9,WD w4zz4,https://play-lh.googleusercontent.com/a-/ALV-UjXtGBNQyH9-PCm5Z0EsVgaOlmI80xxG_6SB8Y2RxGWMDAmEEOF-Ig,"ok,mantab",5,0,3.59.43,2025-10-18 12:35:06,"Hai kak WD w4zz4, makasih ya buat review bintang 5 nya, yuk cek updatean dari sosmed resminya shopee dan aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Kalo ada kendala/pertanyaan lainnya bisa DM ke IG @shopee_id atau @shopeecare_id. Sehat selalu ^UD",2025-10-18 13:22:30
8e25608b-442c-4a81-b4ad-d85574d2c1a3,Fadlan Alfharesy,https://play-lh.googleusercontent.com/a-/ALV-UjWqSkV_v7c8BBlc7qugq_IF-AxerE8-b_PmoRgiQTsMq2Am26BV,mempermudah keperluan,4,0,3.59.43,2025-10-18 12:33:46,"Hi Kak Fadlan Alfharesy , terimakasih ya bintangnya. semoga kakak suka dan nyaman terus belanja di shopee. jangan lupa juga ceki-ceki promo belanja sebelum checkout di shopee ya kak. kalau ada kendala, kakak bisa chat aku di DM IG @shopee_id aja. Be happy ^YT",2025-10-18 13:25:51
55636d0a-2eab-4805-8eca-b643ebc13b86,Annur Shila,https://play-lh.googleusercontent.com/a/ACg8ocKO0BVmVjox5zoRjRrK-VdLjQQ8_3dc8gjROoLS9-P0qS44mw=mo,Pengiriman SPX lambat sekali.sampai melewati estimasi.pengiriman sampai malam.,1,0,3.58.33,2025-10-18 12:33:14,"Hi kak Annur Shila, maaf ya sudah buat km nggak nyaman terkait kendalanya. Agar bisa aku bantu pengecekan lebih lanjut, yuk infoin ke aku detail kendala kamu melalui DM Instagram @shopee_id ya kak. Sehat selalu yaa kak ^FH",2025-10-18 13:21:04
